product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status
,,Barilla,Pasta,7.67,,,,,,,MarketMax,2.392476656,48.89659351,Bakery Products,86.0,08/06/2024,13/10/2024,no
,,Pepsi,Mineral Water,1.38,,,,,,,FoodWorld,37.60372059,55.71758098,Beverages,20.0,24/07/2024,24/01/2025,no
,,Cherkizovo,Beef,19.11,,,,,,,FoodWorld,37.65355227,55.77177317,Meat Products,48.0,16/07/2024,01/08/2024,yes
,,Mars,Cakes,6.07,,,,,,,MarketMax,2.302890721,48.84466574,Sweets,63.0,19/12/2024,05/07/2025,yes
,,Tyson,Lamb,18.08,,,,,,,EcoGrocer,-95.32961258,29.71348262,Meat Products,82.0,12/10/2024,09/11/2024,yes
,,Milka,Halva,10.66,,,,,,,TastyBite,139.6735276,35.65851773,Sweets,87.0,21/01/2025,04/12/2025,no
,,Coca-Cola,Mineral Water,2.39,,,,,,,MegaMarket,-73.97587319,40.7364367,Beverages,64.0,05/08/2024,22/02/2026,yes
,,Parmalat,Cream,9.93,,,,,,,EcoGrocer,-95.37528603,29.73515206,Dairy Products,76.0,28/04/2024,13/07/2024,no
,,Campina,Cream,6.03,,,,,,,PrimePick,-112.0680181,33.41809753,Dairy Products,82.0,30/09/2024,13/11/2024,no
,,Perdue,Smoked Meat,5.12,,,,,,,MarketMax,2.310133577,48.82524585,Meat Products,63.0,20/08/2024,19/10/2024,yes
,,Amul,Yogurt,4.46,,,,,,,GoldenCart,-0.134087327,51.54073401,Dairy Products,38.0,20/12/2024,07/03/2025,yes
,,Parmalat,Milk,6.0,,,,,,,FoodWorld,37.65553787,55.75639045,Dairy Products,93.0,22/01/2025,10/04/2025,yes
,,Barilla,Buns,6.0,,,,,,,EcoGrocer,-95.35119506,29.7812802,Bakery Products,21.0,27/05/2024,25/07/2024,yes
,,Barilla,Bread,4.23,,,,,,,NutriMart,-99.13078471,19.46604979,Bakery Products,73.0,31/03/2024,10/04/2024,no
,,Parmalat,Cream,9.38,,,,,,,EcoGrocer,-95.40593878,29.79651657,Dairy Products,35.0,05/12/2024,21/01/2025,yes
,,Hormel,Beef,18.91,,,,,,,FoodWorld,37.61559776,55.79816612,Meat Products,94.0,11/11/2024,29/12/2024,yes
,,Yashkino,Wheat Flour,3.59,,,,,,,PrimePick,-112.0691944,33.42996507,Bakery Products,13.0,10/10/2024,04/01/2025,yes
,,Lipton,Juices,6.61,,,,,,,FoodWorld,37.64922377,55.79786252,Beverages,61.0,26/10/2024,23/05/2026,yes
,,Amul,Cream,6.69,,,,,,,MarketMax,2.337478861,48.81128689,Dairy Products,95.0,10/09/2024,11/10/2024,yes
,,Tyson,Poultry,15.39,,,,,,,GoldenCart,-0.170739036,51.55005735,Meat Products,74.0,01/02/2025,14/03/2025,yes
,,Pioner,Bread,2.17,,,,,,,NutriMart,-99.13443494,19.43843117,Bakery Products,39.0,07/08/2024,19/09/2024,yes
,,Ferrero,Halva,8.45,,,,,,,TastyBite,139.6043592,35.66238154,Sweets,69.0,13/11/2024,09/06/2025,yes
,,Pepsi,Juices,9.18,,,,,,,PrimePick,-112.0860096,33.4018701,Beverages,54.0,26/10/2024,17/11/2025,yes
,,Amul,Cream,3.93,,,,,,,FreshFoods,-118.288139,34.02789431,Dairy Products,25.0,03/01/2025,16/02/2025,yes
,,Milka,Jam,4.52,,,,,,,FreshFoods,-118.2824962,34.01304942,Sweets,3.0,10/10/2024,08/07/2025,yes
,,Ozon,Bread,1.73,,,,,,,GoldenCart,-0.145821743,51.50970702,Bakery Products,20.0,04/01/2025,21/04/2025,yes
,,Hormel,Sausage,11.35,,,,,,,EcoGrocer,-95.37405409,29.75160681,Meat Products,91.0,11/12/2024,31/12/2024,no
,,Nestl̩,Jam,5.49,,,,,,,NutriMart,-99.16322811,19.47056949,Sweets,12.0,20/07/2024,04/04/2025,yes
,,Makfa,Noodles,5.97,,,,,,,MarketMax,2.345402618,48.89798674,Bakery Products,92.0,07/01/2025,14/04/2025,no
,,Ferrero,Cakes,8.93,,,,,,,MarketMax,2.309029175,48.87302945,Sweets,88.0,03/10/2024,24/01/2025,yes
,,Pepsi,Juices,9.87,,,,,,,NutriMart,-99.10570865,19.4819186,Beverages,55.0,21/01/2025,29/05/2026,yes
,,Milka,Candies,10.37,,,,,,,SuperValue,-87.64046656,41.88729112,Sweets,56.0,12/12/2024,13/09/2025,yes
,,Roshen,Chocolate,8.55,,,,,,,NutriMart,-99.13978929,19.42835743,Sweets,12.0,21/03/2024,25/08/2024,no
,,Campina,Butter,8.69,,,,,,,FoodWorld,37.62797175,55.78711902,Dairy Products,80.0,26/08/2024,25/09/2024,yes
,,Parmalat,Cream,7.07,,,,,,,FoodWorld,37.6588107,55.72168454,Dairy Products,10.0,05/01/2025,24/01/2025,no
,,Perdue,Smoked Meat,6.88,,,,,,,MarketMax,2.332674599,48.82375219,Meat Products,24.0,04/06/2024,13/06/2024,yes
,,Ferrero,Jam,3.56,,,,,,,MarketMax,2.381399057,48.82830662,Sweets,46.0,06/04/2024,29/03/2025,yes
,,Mars,Cakes,8.43,,,,,,,SuperValue,-87.64749674,41.86642609,Sweets,2.0,17/07/2024,11/11/2024,yes
,,Campina,Kefir,9.07,,,,,,,NutriMart,-99.09938158,19.45827175,Dairy Products,21.0,19/04/2024,21/05/2024,yes
,,Nestl̩ Pure Life,Juices,11.33,,,,,,,EcoGrocer,-95.38514748,29.78570235,Beverages,2.0,20/01/2025,21/02/2026,yes
,,Roshen,Ice Cream,4.7,,,,,,,SuperValue,-87.59430313,41.87964914,Sweets,4.0,29/05/2024,09/01/2025,yes
,,President,Cheese,3.88,,,,,,,EcoGrocer,-95.32907013,29.7190039,Dairy Products,13.0,29/12/2024,03/02/2025,yes
,,Lipton,Carbonated Drinks,5.8,,,,,,,EcoGrocer,-95.40687813,29.80427027,Beverages,63.0,28/10/2024,24/04/2026,yes
,,Pepsi,Juices,5.03,,,,,,,FreshFoods,-118.2493187,34.04595711,Beverages,42.0,24/08/2024,09/06/2025,no
,,Parmalat,Cream,8.39,,,,,,,SuperValue,-87.63917134,41.91901374,Dairy Products,32.0,10/01/2025,20/02/2025,yes
,,Danone,Milk,3.66,,,,,,,SuperValue,-87.66187679,41.88882165,Dairy Products,45.0,18/04/2024,14/05/2024,yes
,,Pepsi,Tea,8.06,,,,,,,EcoGrocer,-95.3628606,29.77405877,Beverages,80.0,20/12/2024,22/05/2026,no
,,Mars,Candies,4.21,,,,,,,FoodWorld,37.58882184,55.75311543,Sweets,78.0,22/01/2025,14/05/2025,no
,,Cherkizovo,Lamb,14.24,,,,,,,NutriMart,-99.0845603,19.39356422,Meat Products,73.0,20/09/2024,17/10/2024,no
,,President,Cream,8.67,,,,,,,PrimePick,-112.1155724,33.47860412,Dairy Products,24.0,17/06/2024,05/07/2024,no
,,Hormel,Lamb,12.85,,,,,,,GoldenCart,-0.173214185,51.517204,Meat Products,51.0,25/07/2024,14/08/2024,yes
,,Nestl̩,Halva,3.56,,,,,,,EcoGrocer,-95.34492513,29.79277122,Sweets,12.0,26/07/2024,07/01/2025,no
,,Makfa,Biscuits,3.23,,,,,,,MegaMarket,-74.00966115,40.72595406,Bakery Products,51.0,30/11/2024,06/02/2025,yes
,,Nescaf̩,Juices,1.79,,,,,,,MegaMarket,-74.00527291,40.74751785,Beverages,86.0,20/11/2024,04/09/2025,no
,,Nestl̩,Milk,7.32,,,,,,,EcoGrocer,-95.3825867,29.7644407,Dairy Products,76.0,10/04/2024,01/05/2024,yes
,,Lipton,Tea,6.18,,,,,,,SuperValue,-87.60671157,41.86231065,Beverages,43.0,11/08/2024,26/03/2026,yes
,,Coca-Cola,Carbonated Drinks,9.93,,,,,,,FoodWorld,37.63310701,55.72236985,Beverages,38.0,06/08/2024,09/04/2026,yes
,,Nescaf̩,Juices,5.15,,,,,,,PrimePick,-112.0886293,33.48040454,Beverages,99.0,21/04/2024,25/09/2025,yes
,,Pepsi,Juices,6.13,,,,,,,EcoGrocer,-95.37324606,29.74368969,Beverages,97.0,22/04/2024,30/03/2026,no
,,Cherkizovo,Poultry,20.78,,,,,,,FoodWorld,37.63476192,55.74538833,Meat Products,75.0,14/10/2024,10/11/2024,yes
,,Oscar Mayer,Lamb,10.44,,,,,,,EcoGrocer,-95.37502967,29.78093391,Meat Products,73.0,07/10/2024,30/11/2024,yes
,,Makfa,Bread,3.47,,,,,,,SuperValue,-87.62340463,41.83692757,Bakery Products,12.0,01/08/2024,02/11/2024,no
,,Makfa,Biscuits,2.91,,,,,,,GoldenCart,-0.158003989,51.54131791,Bakery Products,51.0,16/10/2024,03/11/2024,yes
,,Nestl̩,Chocolate,9.9,,,,,,,MarketMax,2.307941765,48.83728849,Sweets,70.0,27/04/2024,15/11/2024,yes
,,Ferrero,Cakes,10.92,,,,,,,NutriMart,-99.17101402,19.43855647,Sweets,82.0,03/06/2024,07/02/2025,yes
,,Tyson,Beef,12.88,,,,,,,NutriMart,-99.12246445,19.3978829,Meat Products,92.0,22/08/2024,04/10/2024,yes
,,Milka,Candies,7.38,,,,,,,PrimePick,-112.0434739,33.40095772,Sweets,78.0,15/04/2024,10/03/2025,yes
,,Mars,Chocolate,5.11,,,,,,,PrimePick,-112.0837126,33.47355243,Sweets,57.0,02/12/2024,20/05/2025,yes
,,Ferrero,Ice Cream,4.1,,,,,,,MarketMax,2.333060768,48.84432858,Sweets,88.0,21/03/2024,24/11/2024,yes
,,Amul,Kefir,4.67,,,,,,,SuperValue,-87.60545969,41.91597964,Dairy Products,43.0,09/01/2025,15/02/2025,yes
,,Lipton,Coffee,12.3,,,,,,,SuperValue,-87.60052431,41.88518641,Beverages,97.0,01/06/2024,01/07/2025,no
,,Pepsi,Juices,7.63,,,,,,,GoldenCart,-0.096338235,51.50219259,Beverages,92.0,16/10/2024,30/09/2025,yes
,,Ozon,Buns,3.78,,,,,,,PrimePick,-112.1047563,33.44515248,Bakery Products,33.0,25/10/2024,15/02/2025,yes
,,Coca-Cola,Coffee,6.54,,,,,,,FreshFoods,-118.2638738,34.09593411,Beverages,7.0,28/09/2024,03/09/2026,yes
,,Roshen,Ice Cream,11.72,,,,,,,TastyBite,139.6741823,35.66481134,Sweets,79.0,13/06/2024,28/01/2025,yes
,,Milka,Chocolate,6.17,,,,,,,PrimePick,-112.0486088,33.48734938,Sweets,67.0,23/10/2024,05/07/2025,yes
,,Ferrero,Jam,7.44,,,,,,,PrimePick,-112.0389906,33.42570727,Sweets,84.0,17/07/2024,05/12/2024,yes
,,Perdue,Sausage,7.7,,,,,,,FreshFoods,-118.2195798,34.0417042,Meat Products,75.0,22/04/2024,19/06/2024,no
,,Yashkino,Noodles,7.14,,,,,,,EcoGrocer,-95.37041652,29.75979596,Bakery Products,1.0,04/05/2024,30/10/2024,yes
,,Milka,Candies,4.4,,,,,,,MegaMarket,-74.03449387,40.67047789,Sweets,4.0,22/03/2024,06/09/2024,yes
,,Pioner,Buns,1.47,,,,,,,SuperValue,-87.58698193,41.84972491,Bakery Products,98.0,08/07/2024,04/01/2025,no
,,Coca-Cola,Carbonated Drinks,7.77,,,,,,,NutriMart,-99.17524505,19.43793132,Beverages,32.0,20/05/2024,26/01/2026,yes
,,Danone,Milk,7.08,,,,,,,FreshFoods,-118.2589316,34.02049325,Dairy Products,85.0,07/11/2024,22/01/2025,yes
,,Campina,Milk,9.61,,,,,,,NutriMart,-99.18182588,19.45234879,Dairy Products,84.0,10/01/2025,03/02/2025,yes
,,Ozon,Bread,7.94,,,,,,,GoldenCart,-0.08944252,51.54168952,Bakery Products,68.0,19/07/2024,29/09/2024,no
,,Tyson,Poultry,13.71,,,,,,,TastyBite,139.648396,35.71716706,Meat Products,37.0,26/11/2024,22/12/2024,yes
,,Nestl̩,Chocolate,7.33,,,,,,,FoodWorld,37.57315824,55.80343687,Sweets,18.0,21/11/2024,02/05/2025,yes
,,Ferrero,Jam,10.61,,,,,,,MegaMarket,-74.05067712,40.74717661,Sweets,94.0,10/12/2024,14/03/2025,yes
,,Danone,Butter,5.04,,,,,,,EcoGrocer,-95.34846036,29.73870322,Dairy Products,27.0,12/06/2024,10/07/2024,yes
,,Makfa,Bread,2.63,,,,,,,MegaMarket,-73.99596966,40.70026579,Bakery Products,90.0,26/04/2024,19/09/2024,yes
,,Ozon,Pasta,1.62,,,,,,,GoldenCart,-0.132713179,51.47609022,Bakery Products,84.0,09/04/2024,27/05/2024,yes
,,Oscar Mayer,Hot Dogs,22.81,,,,,,,MarketMax,2.33683224,48.85333225,Meat Products,96.0,07/07/2024,24/07/2024,yes
,,Lipton,Coffee,14.82,,,,,,,MegaMarket,-73.98025422,40.6729514,Beverages,15.0,15/05/2024,28/01/2026,yes
,,Mars,Candies,3.89,,,,,,,TastyBite,139.6138699,35.66734345,Sweets,41.0,07/05/2024,22/01/2025,yes
,,Barilla,Pasta,5.01,,,,,,,PrimePick,-112.080769,33.47380124,Bakery Products,22.0,08/04/2024,19/09/2024,yes
,,Tyson,Poultry,15.44,,,,,,,GoldenCart,-0.092086996,51.47827157,Meat Products,26.0,27/04/2024,11/06/2024,no
,,Hormel,Beef,11.4,,,,,,,MegaMarket,-74.05325313,40.72927434,Meat Products,68.0,29/07/2024,06/09/2024,yes
,,Pioner,Noodles,5.27,,,,,,,MarketMax,2.346858098,48.89950869,Bakery Products,33.0,28/10/2024,27/02/2025,yes
,,Campina,Cheese,8.65,,,,,,,MegaMarket,-73.98339229,40.71871325,Dairy Products,51.0,05/08/2024,25/09/2024,yes
,,Nestl̩,Cheese,5.64,,,,,,,TastyBite,139.6330673,35.64942927,Dairy Products,21.0,31/10/2024,05/12/2024,yes
,,Ferrero,Halva,3.3,,,,,,,FoodWorld,37.63980843,55.73003746,Sweets,4.0,18/05/2024,14/12/2024,yes
,,Ozon,Wheat Flour,4.74,,,,,,,FreshFoods,-118.2873789,34.07734065,Bakery Products,55.0,27/06/2024,10/10/2024,yes
,,Ozon,Wheat Flour,1.46,,,,,,,NutriMart,-99.14681233,19.44225379,Bakery Products,52.0,27/08/2024,19/09/2024,yes
,,Campina,Milk,4.17,,,,,,,PrimePick,-112.0765381,33.4839861,Dairy Products,59.0,13/04/2024,16/06/2024,yes
,,Nestl̩,Candies,10.94,,,,,,,FoodWorld,37.65853592,55.76247403,Sweets,81.0,03/05/2024,23/10/2024,no
,,Mars,Cakes,11.4,,,,,,,PrimePick,-112.0792169,33.48134589,Sweets,82.0,18/08/2024,27/12/2024,yes
,,Nestl̩,Butter,6.0,,,,,,,TastyBite,139.6065441,35.63824703,Dairy Products,36.0,06/09/2024,11/11/2024,yes
,,Milka,Candies,9.38,,,,,,,FoodWorld,37.65751192,55.74969781,Sweets,35.0,02/01/2025,23/10/2025,yes
,,Lipton,Juices,13.18,,,,,,,MegaMarket,-73.9769852,40.71962443,Beverages,43.0,26/04/2024,01/03/2026,yes
,,Yashkino,Wheat Flour,3.14,,,,,,,MegaMarket,-74.04074296,40.67569363,Bakery Products,33.0,14/09/2024,18/11/2024,yes
,,Oscar Mayer,Smoked Meat,23.35,,,,,,,SuperValue,-87.61408815,41.87214279,Meat Products,20.0,18/04/2024,03/06/2024,yes
,,Nestl̩,Candies,3.75,,,,,,,SuperValue,-87.62738656,41.88131153,Sweets,47.0,01/12/2024,11/11/2025,yes
,,Makfa,Buns,7.24,,,,,,,SuperValue,-87.59215925,41.89003992,Bakery Products,93.0,08/09/2024,13/01/2025,yes
,,Ferrero,Halva,3.95,,,,,,,SuperValue,-87.65430639,41.89810277,Sweets,65.0,10/10/2024,12/08/2025,yes
,,Milka,Cakes,7.86,,,,,,,TastyBite,139.6387124,35.65703348,Sweets,18.0,06/11/2024,11/06/2025,yes
,,Yashkino,Wheat Flour,5.63,,,,,,,MarketMax,2.336880338,48.88620644,Bakery Products,71.0,27/12/2024,19/04/2025,yes
,,Makfa,Bread,2.11,,,,,,,SuperValue,-87.64645097,41.87543212,Bakery Products,1.0,04/10/2024,21/03/2025,no
,,Nestl̩,Kefir,5.0,,,,,,,MarketMax,2.326784322,48.84901268,Dairy Products,89.0,26/05/2024,20/06/2024,yes
,,Pioner,Pasta,4.9,,,,,,,PrimePick,-112.0255051,33.48662388,Bakery Products,52.0,14/06/2024,03/11/2024,yes
,,Hormel,Poultry,19.33,,,,,,,EcoGrocer,-95.37386299,29.72989583,Meat Products,47.0,20/09/2024,17/11/2024,no
,,Barilla,Wheat Flour,2.86,,,,,,,PrimePick,-112.0368737,33.41873858,Bakery Products,14.0,13/11/2024,14/02/2025,yes
,,Oscar Mayer,Beef,19.37,,,,,,,PrimePick,-112.090755,33.49756267,Meat Products,81.0,27/12/2024,06/02/2025,yes
,,Tyson,Lamb,24.57,,,,,,,PrimePick,-112.0734333,33.43625654,Meat Products,80.0,14/05/2024,28/05/2024,yes
,,Perdue,Poultry,22.57,,,,,,,FoodWorld,37.58466375,55.76996814,Meat Products,23.0,13/01/2025,27/02/2025,no
,,Oscar Mayer,Smoked Meat,22.64,,,,,,,SuperValue,-87.606956,41.85341861,Meat Products,80.0,29/01/2025,10/03/2025,yes
,,Nestl̩,Cheese,4.95,,,,,,,NutriMart,-99.14718664,19.46379821,Dairy Products,41.0,19/05/2024,05/07/2024,no
,,Perdue,Hot Dogs,11.79,,,,,,,FreshFoods,-118.2716759,34.08189375,Meat Products,23.0,17/07/2024,27/07/2024,yes
,,Barilla,Wheat Flour,1.98,,,,,,,TastyBite,139.6327282,35.64335163,Bakery Products,93.0,01/12/2024,31/12/2024,yes
,,Nescaf̩,Tea,11.43,,,,,,,PrimePick,-112.1001388,33.4888089,Beverages,22.0,23/08/2024,17/09/2025,no
,,President,Cheese,2.91,,,,,,,FreshFoods,-118.2305096,34.09429162,Dairy Products,95.0,15/01/2025,19/03/2025,yes
,,Nestl̩ Pure Life,Coffee,8.26,,,,,,,NutriMart,-99.15896544,19.44526556,Beverages,14.0,02/06/2024,02/02/2025,yes
,,Parmalat,Cheese,2.07,,,,,,,MegaMarket,-74.05510458,40.70137575,Dairy Products,11.0,14/09/2024,11/12/2024,yes
,,Barilla,Biscuits,6.33,,,,,,,SuperValue,-87.66592069,41.85994211,Bakery Products,6.0,19/03/2024,30/05/2024,yes
,,Roshen,Ice Cream,3.13,,,,,,,FoodWorld,37.66013559,55.72230575,Sweets,66.0,13/07/2024,18/12/2024,yes
,,Roshen,Cakes,10.5,,,,,,,TastyBite,139.6082948,35.66531107,Sweets,19.0,25/09/2024,11/01/2025,yes
,,Nescaf̩,Juices,10.06,,,,,,,MarketMax,2.383641398,48.86838865,Beverages,21.0,04/04/2024,03/12/2024,yes
,,Coca-Cola,Tea,4.45,,,,,,,PrimePick,-112.1103585,33.48221476,Beverages,29.0,24/11/2024,12/11/2025,no
,,Milka,Candies,6.57,,,,,,,MarketMax,2.40017556,48.81337297,Sweets,67.0,30/08/2024,16/04/2025,yes
,,Nescaf̩,Coffee,1.4,,,,,,,FoodWorld,37.58863401,55.77555291,Beverages,22.0,16/01/2025,07/03/2026,yes
,,Roshen,Candies,2.16,,,,,,,FoodWorld,37.63330774,55.76327815,Sweets,50.0,01/11/2024,09/09/2025,yes
,,Milka,Jam,5.16,,,,,,,FreshFoods,-118.235037,34.00623612,Sweets,87.0,18/12/2024,09/05/2025,no
,,Perdue,Smoked Meat,12.11,,,,,,,EcoGrocer,-95.32227593,29.76738005,Meat Products,4.0,26/05/2024,05/07/2024,yes
,,Coca-Cola,Coffee,5.3,,,,,,,MarketMax,2.398583023,48.86849722,Beverages,54.0,05/07/2024,01/01/2026,yes
,,Danone,Milk,4.33,,,,,,,MarketMax,2.350816962,48.80830911,Dairy Products,8.0,03/05/2024,20/07/2024,yes
,,Tyson,Hot Dogs,11.9,,,,,,,SuperValue,-87.59595397,41.86606896,Meat Products,3.0,24/05/2024,17/06/2024,yes
,,Ozon,Biscuits,2.1,,,,,,,TastyBite,139.6789178,35.66110399,Bakery Products,48.0,20/07/2024,21/10/2024,yes
,,Milka,Chocolate,9.73,,,,,,,EcoGrocer,-95.37448432,29.75746295,Sweets,58.0,18/10/2024,20/07/2025,yes
,,Milka,Jam,2.76,,,,,,,EcoGrocer,-95.33382859,29.75898407,Sweets,96.0,06/06/2024,20/02/2025,yes
,,Perdue,Sausage,6.65,,,,,,,GoldenCart,-0.103352969,51.55122114,Meat Products,76.0,09/02/2025,19/02/2025,yes
,,Nescaf̩,Carbonated Drinks,5.59,,,,,,,GoldenCart,-0.092589986,51.53468583,Beverages,80.0,06/08/2024,16/04/2026,yes
,,Roshen,Halva,10.2,,,,,,,NutriMart,-99.15772047,19.42234085,Sweets,7.0,30/05/2024,27/09/2024,yes
,,Amul,Kefir,6.56,,,,,,,GoldenCart,-0.134034335,51.4843205,Dairy Products,98.0,03/05/2024,29/06/2024,yes
,,Perdue,Poultry,6.38,,,,,,,SuperValue,-87.63831493,41.85638685,Meat Products,29.0,22/12/2024,19/01/2025,no
,,Ozon,Pasta,1.49,,,,,,,NutriMart,-99.14568839,19.46967469,Bakery Products,79.0,11/08/2024,02/12/2024,yes
,,Amul,Kefir,8.32,,,,,,,MarketMax,2.304376555,48.88138371,Dairy Products,19.0,30/03/2024,02/06/2024,yes
,,Nescaf̩,Tea,8.3,,,,,,,MarketMax,2.354921007,48.81422296,Beverages,25.0,03/11/2024,26/09/2025,yes
,,Makfa,Buns,1.72,,,,,,,GoldenCart,-0.088489851,51.55706,Bakery Products,65.0,09/04/2024,28/06/2024,no
,,Coca-Cola,Carbonated Drinks,8.06,,,,,,,FreshFoods,-118.2132552,34.05029631,Beverages,26.0,15/07/2024,14/03/2025,yes
,,Pioner,Buns,2.27,,,,,,,PrimePick,-112.0589895,33.40708372,Bakery Products,56.0,15/04/2024,09/10/2024,yes
,,Nescaf̩,Coffee,1.44,,,,,,,NutriMart,-99.17448382,19.47440303,Beverages,7.0,08/06/2024,11/02/2025,yes
,,Lipton,Tea,12.95,,,,,,,MarketMax,2.399844088,48.85515229,Beverages,60.0,06/11/2024,05/01/2026,yes
,,Hormel,Hot Dogs,22.99,,,,,,,FoodWorld,37.60300805,55.74354752,Meat Products,8.0,03/07/2024,26/07/2024,yes
,,Oscar Mayer,Poultry,23.03,,,,,,,NutriMart,-99.09711327,19.41568236,Meat Products,99.0,14/05/2024,27/05/2024,yes
,,Makfa,Wheat Flour,2.34,,,,,,,NutriMart,-99.15168659,19.40303188,Bakery Products,69.0,29/01/2025,11/03/2025,yes
,,Parmalat,Cream,7.97,,,,,,,FreshFoods,-118.2258285,34.0227775,Dairy Products,67.0,27/08/2024,23/10/2024,yes
,,Pepsi,Tea,4.94,,,,,,,MegaMarket,-74.03096009,40.67712562,Beverages,2.0,02/10/2024,24/06/2026,yes
,,Nestl̩,Ice Cream,11.59,,,,,,,FreshFoods,-118.2640046,34.076835,Sweets,21.0,12/05/2024,13/03/2025,yes
,,Pioner,Buns,1.38,,,,,,,EcoGrocer,-95.39430245,29.78387606,Bakery Products,75.0,06/11/2024,15/01/2025,yes
,,Pepsi,Juices,4.2,,,,,,,MegaMarket,-74.02328085,40.70647823,Beverages,22.0,05/04/2024,12/03/2025,no
,,Coca-Cola,Carbonated Drinks,8.52,,,,,,,GoldenCart,-0.157175486,51.50812473,Beverages,48.0,23/12/2024,23/12/2025,yes
,,Milka,Halva,8.79,,,,,,,TastyBite,139.6087632,35.6864586,Sweets,46.0,30/04/2024,10/02/2025,yes
,,Milka,Cakes,6.33,,,,,,,NutriMart,-99.11251308,19.38932197,Sweets,51.0,16/08/2024,15/04/2025,no
,,Parmalat,Milk,8.98,,,,,,,SuperValue,-87.62138212,41.85192566,Dairy Products,48.0,13/06/2024,04/08/2024,no
,,Hormel,Sausage,16.76,,,,,,,TastyBite,139.6541345,35.66376809,Meat Products,2.0,23/04/2024,01/06/2024,no
,,Campina,Kefir,7.99,,,,,,,NutriMart,-99.10675014,19.45134935,Dairy Products,49.0,05/11/2024,24/11/2024,yes
,,Tyson,Smoked Meat,5.56,,,,,,,EcoGrocer,-95.40547472,29.7527519,Meat Products,17.0,01/12/2024,21/01/2025,no
,,Campina,Cheese,2.34,,,,,,,PrimePick,-112.0778574,33.46500314,Dairy Products,31.0,04/08/2024,11/10/2024,yes
,,Campina,Cheese,8.42,,,,,,,MarketMax,2.368562262,48.81637441,Dairy Products,76.0,29/01/2025,28/02/2025,no
,,Oscar Mayer,Sausage,8.58,,,,,,,MarketMax,2.337205023,48.89512425,Meat Products,45.0,13/08/2024,30/09/2024,yes
,,Lipton,Coffee,10.52,,,,,,,EcoGrocer,-95.34377193,29.7973204,Beverages,44.0,04/05/2024,29/10/2025,yes
,,Hormel,Smoked Meat,11.5,,,,,,,MarketMax,2.35300903,48.85870686,Meat Products,60.0,14/05/2024,04/07/2024,no
,,Roshen,Cakes,6.21,,,,,,,MarketMax,2.3443368,48.81469509,Sweets,6.0,02/01/2025,02/08/2025,no
,,Cherkizovo,Poultry,13.27,,,,,,,MarketMax,2.366122666,48.83168842,Meat Products,41.0,19/05/2024,09/07/2024,no
,,Pepsi,Carbonated Drinks,14.04,,,,,,,FreshFoods,-118.2349988,34.02410835,Beverages,17.0,30/07/2024,10/02/2026,yes
,,Ferrero,Chocolate,11.04,,,,,,,GoldenCart,-0.137390914,51.49689265,Sweets,19.0,10/02/2025,16/12/2025,yes
,,Nescaf̩,Tea,7.74,,,,,,,PrimePick,-112.0480189,33.4542043,Beverages,71.0,21/08/2024,09/08/2026,no
,,Barilla,Noodles,3.43,,,,,,,TastyBite,139.6993402,35.6889473,Bakery Products,55.0,11/07/2024,01/08/2024,yes
,,Ferrero,Candies,6.22,,,,,,,MegaMarket,-74.03551343,40.68878708,Sweets,98.0,12/09/2024,20/01/2025,yes
,,Perdue,Hot Dogs,14.76,,,,,,,MegaMarket,-74.04258569,40.75692914,Meat Products,92.0,24/03/2024,07/04/2024,yes
,,Nestl̩,Candies,10.37,,,,,,,FreshFoods,-118.2846523,34.07751458,Sweets,60.0,15/02/2025,24/05/2025,yes
,,Pepsi,Carbonated Drinks,3.64,,,,,,,GoldenCart,-0.138969345,51.48002222,Beverages,25.0,25/03/2024,18/11/2025,yes
,,Nestl̩ Pure Life,Tea,11.73,,,,,,,EcoGrocer,-95.38452145,29.77451732,Beverages,80.0,14/08/2024,30/07/2025,yes
,,Campina,Milk,3.63,,,,,,,FreshFoods,-118.2639031,34.00238672,Dairy Products,28.0,08/06/2024,21/08/2024,yes
,,Nestl̩ Pure Life,Tea,10.57,,,,,,,SuperValue,-87.6274239,41.8589538,Beverages,27.0,01/09/2024,08/07/2025,yes
,,Roshen,Jam,11.65,,,,,,,GoldenCart,-0.169713641,51.54130528,Sweets,97.0,04/06/2024,08/09/2024,no
,,Milka,Halva,8.61,,,,,,,TastyBite,139.6846069,35.62653059,Sweets,86.0,16/10/2024,26/03/2025,yes
,,Campina,Milk,8.1,,,,,,,EcoGrocer,-95.32302273,29.80224785,Dairy Products,13.0,10/06/2024,27/08/2024,yes
,,Lipton,Tea,10.11,,,,,,,NutriMart,-99.08927434,19.385602,Beverages,51.0,14/07/2024,15/02/2026,no
,,Makfa,Biscuits,2.96,,,,,,,PrimePick,-112.0732882,33.44641614,Bakery Products,42.0,10/01/2025,28/05/2025,yes
,,Campina,Yogurt,9.9,,,,,,,EcoGrocer,-95.37066644,29.80811777,Dairy Products,86.0,20/01/2025,10/03/2025,yes
,,Barilla,Buns,6.18,,,,,,,EcoGrocer,-95.39792924,29.75945679,Bakery Products,26.0,06/06/2024,16/08/2024,yes
